dataset_id,run_id
23,1838218
23,1837077
23,10136982
23,10437250
23,9870205
23,5941708
23,10560045
23,8926515
23,10098256
23,8830529
23,9971022
23,9094797
23,5959630
23,9200467
23,1837091
23,9199943
23,10559912
23,9199942
23,9201062
23,9200468
23,1860359
23,1836074
23,1838232
23,10592485
23,8858121
23,9201134
23,9200001
23,9200540
23,9200002
23,1837158
23,9200539
23,1836143
23,1838297
23,1836357
23,1838509
23,1837372
23,7948370
23,1837375
23,1838512
23,1836360
23,9200572
23,9200034
23,9200573
23,1837203
23,1836187
23,1838341
23,9200035
23,9201167
23,2042252
23,1837204
23,1836188
23,1838342
23,1837223
23,1836208
23,9201169
23,1838361
23,9200575
23,7948364
23,9200574
23,9200036
23,1837276
23,1838414
23,1836262
23,9200632
23,1838443
23,9200088
23,9201228
23,9200089
23,1837305
23,9200633
23,1836291
23,1837387
23,1838524
23,1836373
23,8962876
23,9200424
23,6638246
23,8661857
25,9199906
25,9200426
25,9200425
25,9201020
25,10437755
25,8962876
25,9200424
25,6638246
25,8661857
26,9199934
26,9201052
26,9200457
26,9199954
26,9201074
26,9199953
26,9200479
26,8858165
26,5955438
26,9200488
26,9199961
26,9191503
26,9201082
26,5930689
26,10376231
26,9149160
26,10439774
26,9200025
26,9200562
26,9201157
26,9200026
26,9201180
26,9200045
26,9200584
26,9200057
26,9201191
26,9200596
26,9200056
26,9200606
26,9201202
26,9200065
26,9200064
26,9201217
26,9200622
26,9200079
26,9200080
26,6087657
26,6069920
26,6065128
26,8661845
26,10552462
26,8807072
26,5900397
26,6657217
26,8920607
26,10559201
26,9195550
26,9201023
26,8778575
26,9066502
26,6029777
26,9200461
26,9199937
26,9201055
26,9199938
26,9199972
26,9201094
26,6029488
26,9200499
26,9200566
26,9200029
26,9200030
26,9201161
26,2081565
26,9200437
26,8984047
26,5941708
26,8926515
26,8830529
26,9094797
26,9200467
26,9199943
26,9199942
26,9201062
26,9201134
26,9200001
26,9200002
26,9200539
26,9200572
26,9200034
26,9200035
26,9201167
26,9201169
26,9200574
26,9200036
26,9200632
26,9200088
26,9201228
26,9200089
26,8962876
26,9200424
26,6638246
26,8661857
29,10440919
29,2088118
29,10556501
29,2081565
31,2081565
31,2083589
31,10440919
31,2088612
31,2088118
31,10460857
31,10438836
31,10556501
37,9086144
37,10417952
37,2042019
37,10595111
37,2045439
37,10593817
37,10579908
37,6138787
37,9694348
37,8832827
37,9200404
37,10560258
37,10437960
37,9191601
37,10417986
37,8886520
37,9913761
37,10046004
37,10417628
37,1874212
37,9930988
37,2088217
37,10418610
37,10441819
37,10557855
37,10435265
37,10559927
37,10418291
37,10228620
37,10434465
37,9618564
37,10418573
37,10418408
37,10417451
37,8858084
37,10353531
37,10560108
37,10498470
37,10015661
37,10376034
37,10438367
37,9197956
37,8934495
37,9063052
37,5937453
37,10226515
37,10592633
37,9918275
37,10418233
37,9199891
37,6121892
37,8920630
37,10439035
37,5948342
37,9204493
37,10231753
37,10418244
37,8778459
37,9199026
37,8909475
37,10417661
37,9080480
37,10417489
37,5945815
37,6017535
37,10227860
37,10232712
37,10417905
37,10559130
37,2070699
37,10437245
37,6719549
37,8745403
37,1870039
37,2083575
37,10560156
37,9194416
37,10560034
37,10592465
37,10376306
37,10376836
37,10559168
37,10593857
37,10418255
37,1838214
37,10418590
37,10418426
37,9906862
37,1836022
37,1838216
37,1860341
37,1837075
37,1860346
37,1837079
37,10228332
37,1838220
37,1860348
37,9200446
37,1836064
37,1837081
37,1860349
37,9199924
37,9201039
37,9200445
37,1838222
37,1837084
37,1860352
37,1838225
37,2083540
37,2083550
37,2083567
37,9200452
37,2083571
37,1836067
37,9200451
37,9191589
37,9197963
37,8695409
37,10440919
37,4803221
37,5717503
37,8963155
37,9098807
37,10160808
37,1860358
37,8659718
37,1843271
37,8659717
37,10154842
37,10417328
37,10594057
37,10417143
37,10560655
37,10228637
37,10437258
37,10437436
37,10587938
37,10446164
37,10418081
37,10560620
37,6128752
37,1837093
37,1838234
37,10437828
37,10437760
37,1836076
37,10437763
37,10437793
37,10437807
37,10437831
37,1837054
37,1837607
37,10437764
37,10437832
37,10437808
37,10437801
37,10437839
37,10437803
37,1863560
37,6120273
37,4786141
37,5682829
37,4692903
37,8962841
37,2088612
37,1863561
37,9195725
37,9199968
37,4555917
37,10566669
37,9200496
37,10227968
37,7811683
37,9204552
37,9199970
37,1837141
37,1836126
37,1838280
37,9200517
37,9201112
37,9199979
37,9200518
37,1838281
37,9199981
37,1836127
37,1837142
37,9200519
37,9199982
37,1838284
37,1836130
37,1837145
37,1837146
37,1836131
37,1838285
37,9199987
37,1838287
37,9200525
37,9199988
37,9200526
37,1837148
37,1836133
37,9201119
37,1838289
37,1837150
37,1836135
37,1837151
37,9199991
37,9200529
37,1836136
37,1838290
37,9199992
37,9200530
37,9201124
37,9199994
37,8729613
37,8661893
37,9201126
37,8963699
37,8858419
37,6123638
37,9199993
37,8858359
37,9200531
37,9199998
37,9200536
37,1838292
37,9199997
37,9200535
37,1836138
37,1837153
37,10228777
37,10228778
37,1836140
37,1837155
37,1838294
37,9200541
37,9200542
37,9200004
37,9201136
37,9200003
37,1836144
37,1838298
37,1837159
37,1836145
37,1837160
37,1838299
37,1838300
37,1836146
37,1837161
37,9201142
37,9200547
37,1838303
37,9200009
37,1836149
37,9200546
37,1837164
37,9200010
37,9200011
37,9201143
37,1838304
37,9200012
37,9200548
37,1837165
37,1836150
37,1838307
37,1837168
37,1836153
37,9200013
37,1838309
37,9200014
37,1836155
37,9201146
37,9200550
37,1837170
37,9200551
37,9200552
37,9200016
37,9200553
37,1837172
37,1836157
37,1838311
37,9200015
37,1836159
37,1837174
37,1838313
37,1836160
37,1838314
37,1837176
37,1836161
37,1838315
37,1837177
37,9201150
37,1838317
37,9200018
37,1837179
37,9200017
37,9200555
37,1836163
37,9200554
37,1837180
37,1838318
37,1836164
37,9200022
37,1838321
37,1837183
37,9201154
37,9200021
37,9200559
37,9200558
37,1836167
37,1838324
37,1837186
37,1836170
37,1837187
37,1838325
37,1836171
37,1836172
37,1837188
37,1838326
37,1837190
37,1836174
37,1838328
37,1837195
37,1836179
37,1838333
37,1836180
37,1837196
37,1838334
37,1837197
37,1838335
37,1836181
37,1836182
37,1838336
37,1837198
37,1837201
37,1838339
37,1836185
37,1837207
37,1838345
37,1836192
37,1836200
37,1838353
37,1837215
37,1836202
37,1838355
37,10228334
37,10228429
37,1837217
37,1837219
37,1836204
37,1838357
37,1836207
37,1837222
37,1838360
37,9201172
37,9200577
37,1836210
37,9200037
37,1837225
37,9200576
37,1838363
37,9200038
37,1836211
37,9200039
37,9201174
37,9200578
37,9200579
37,2080334
37,9200040
37,2083192
37,1838365
37,1836212
37,1837227
37,1836215
37,9200587
37,1837230
37,9200046
37,9200586
37,9200047
37,1838368
37,1837232
37,1838370
37,1836217
37,9200591
37,1836218
37,9201185
37,1838371
37,1837233
37,9200051
37,9200590
37,9200050
37,1836219
37,1837234
37,10228783
37,9200593
37,10228776
37,9200592
37,9200053
37,9200052
37,1838372
37,10228333
37,1837235
37,1838373
37,1836220
37,1838376
37,1837238
37,1836223
37,1836226
37,1837241
37,1838379
37,1838382
37,1836229
37,1837244
37,1838386
37,1837248
37,1836233
37,1838387
37,1836234
37,1837249
37,9200063
37,9200604
37,9200605
37,9201200
37,1837253
37,1838391
37,1836238
37,1838392
37,1837254
37,1836239
37,1837255
37,1836240
37,1838393
37,1836242
37,1837256
37,1838394
37,1836244
37,1837258
37,1838396
37,1836246
37,1837260
37,1838398
37,1836251
37,1837265
37,1838403
37,9200609
37,9200608
37,9200066
37,1837274
37,1836260
37,1838412
37,1837275
37,1836261
37,1838413
37,9200615
37,9200072
37,1836263
37,1837277
37,9200071
37,9200614
37,1838415
37,9201209
37,1838420
37,1836268
37,1837282
37,9200077
37,9200078
37,9201216
37,1838421
37,9200620
37,1836269
37,9200621
37,1837283
37,1838422
37,1837284
37,1836270
37,1838424
37,1837286
37,1836272
37,1836274
37,1838426
37,1837288
37,1837294
37,1838432
37,1836280
37,9200085
37,9200086
37,9201223
37,7948366
37,1836284
37,9200629
37,9200628
37,1838436
37,1837298
37,1837306
37,1838444
37,1836292
37,7948368
37,1837307
37,1838445
37,1836293
37,9200091
37,9200635
37,9200634
37,9200090
37,1837313
37,1838451
37,1836299
37,1837314
37,1836300
37,1838452
37,9200641
37,9200097
37,9200640
37,1837315
37,1836301
37,9200096
37,1838453
37,9201236
37,1838457
37,1837319
37,1836305
37,1837325
37,1838463
37,1836311
37,1838464
37,1836312
37,1837326
37,1837327
37,1838465
37,1836313
37,1836318
37,1837333
37,1838470
37,1838472
37,1837335
37,1836320
37,1836327
37,1838479
37,1837342
37,9200650
37,9200651
37,1836328
37,1838480
37,9201245
37,1837343
37,9200107
37,9200106
37,1836329
37,9200653
37,1838481
37,9200108
37,9200652
37,9200109
37,1837344
37,9201248
37,1837349
37,1836334
37,1838486
37,1837357
37,1836342
37,9200116
37,1838494
37,9200661
37,9200660
37,9200117
37,9201255
37,8917762
37,9200122
37,9200667
37,1836346
37,1837361
37,9200666
37,1838498
37,9200123
37,1836347
37,1838499
37,1837362
37,1838501
37,1837364
37,1836349
37,1837365
37,1838502
37,1836350
37,1836355
37,1837370
37,1838507
37,10154688
37,10154684
37,10154687
37,10154686
37,10154685
37,1836366
37,1838517
37,1837380
37,1836377
37,1838528
37,1837391
37,1837392
37,1838529
37,1836378
37,1836380
37,1837394
37,1838531
37,1837397
37,1838534
37,1836383
37,1838536
37,1837399
37,1836385
37,10228331
37,1838541
37,1836390
37,1837404
37,10560261
37,9191879
37,9123533
37,8148626
37,10560505
37,10413201
37,10593853
37,6641999
37,9111305
37,4035795
37,9883580
37,10592543
37,10559094
37,4715910
37,1870037
37,2081467
37,1874248
37,6123769
37,10561888
37,1860334
37,9182866
37,8884904
37,10557753
37,2088465
37,10396513
37,10560135
37,10438081
37,9199904
37,10417918
37,10418758
37,10560130
37,1837073
37,9199928
37,9199929
37,9201046
37,2083589
37,8938401
37,10458278
37,8925056
37,10559821
37,10160801
37,7946781
37,10587928
37,7946786
37,6068437
37,8946191
37,10228773
37,10587757
37,6022885
37,10432594
37,10587935
37,10417758
37,8884977
37,10418058
37,10417749
37,10595142
37,1836062
37,9138404
37,8857818
37,1836073
37,523926
37,9204263
37,6715383
37,8886608
37,10154854
37,10559845
37,6670982
37,10194963
37,1836990
37,10464992
37,1838148
37,10437771
37,10437842
37,10437774
37,9883225
37,6639469
37,2088134
37,6122784
37,10587542
37,1836093
37,8962863
37,9201090
37,5699349
37,8695379
37,9926895
37,5682822
37,4811989
37,9865205
37,2088118
37,8963032
37,10416564
37,10556501
37,9110230
37,10460857
37,9089095
37,6059246
37,9201130
37,9201147
37,1837226
37,9201181
37,9201187
37,9201204
37,9201230
37,9201262
37,9199934
37,9201052
37,10228770
37,1860354
37,9200457
37,9200458
37,1838227
37,1837086
37,1836069
37,10228771
37,10593654
37,9199954
37,10437830
37,10437806
37,1838241
37,9201074
37,1836083
37,9199953
37,9200479
37,10437792
37,10437762
37,8858165
37,5955438
37,9200488
37,9199961
37,9191503
37,9201082
37,5930689
37,10376231
37,9149160
37,10439774
37,1837184
37,1836168
37,1838322
37,9200563
37,9200025
37,9200562
37,9201157
37,9200026
37,1838343
37,1837205
37,1836189
37,7948363
37,9200585
37,9201180
37,9200045
37,9200584
37,9200057
37,9201191
37,9200597
37,9200596
37,9200056
37,1836245
37,1837259
37,9200606
37,1838397
37,9200607
37,9201202
37,9200065
37,9200064
37,1836248
37,1837262
37,1838400
37,1836267
37,1837281
37,1838419
37,9201217
37,9200622
37,9200079
37,9200080
37,9200623
37,1837379
37,1838516
37,1836364
37,6087657
37,6069920
37,1874199
37,10591684
37,10431988
37,6065128
37,10432709
37,10228501
37,10418572
37,10558597
37,8661845
37,10417972
37,10552462
37,8807072
37,5900397
37,6657217
37,8920607
37,10559201
37,9195550
37,9201023
37,6057086
37,8778575
37,10231823
37,10587658
37,9066502
37,10560248
37,10592041
37,6045093
37,10438017
37,6029777
37,10437054
37,9923738
37,9200461
37,9200462
37,9199937
37,9201055
37,9199938
37,9199972
37,10398803
37,1874489
37,10560471
37,9201094
37,10227970
37,9888846
37,6029488
37,9973274
37,9200499
37,9200566
37,9200029
37,9200030
37,9200567
37,1836176
37,1837192
37,1838330
37,9201161
37,10591746
37,2081565
37,9103306
37,8915750
37,10392745
37,1873639
37,9200437
37,8984047
37,9870278
37,10592486
37,10158782
37,10592024
37,1838218
37,1837077
37,10136982
37,9870205
37,5941708
37,10560045
37,8926515
37,10098256
37,8830529
37,9971022
37,9094797
37,10580410
37,5959630
37,9200467
37,1837091
37,9199943
37,10559912
37,9199942
37,9201062
37,9200468
37,1860359
37,1836074
37,1838232
37,9200474
37,8858121
37,9198622
37,8778556
37,6664092
37,10430674
37,9201134
37,9200001
37,9200540
37,9200002
37,1837158
37,9200539
37,1836143
37,1838297
37,1836357
37,1838509
37,1837372
37,7948370
37,1837375
37,1838512
37,1836360
37,9200572
37,9200034
37,9200573
37,1837203
37,1836187
37,1838341
37,9200035
37,9201167
37,1837204
37,1836188
37,1838342
37,1837223
37,1836208
37,9201169
37,1838361
37,9200575
37,7948364
37,9200574
37,9200036
37,1837276
37,1838414
37,1836262
37,9200632
37,1838443
37,9200088
37,9201228
37,9200089
37,1837305
37,9200633
37,1836291
37,1837387
37,1838524
37,1836373
37,8962876
37,9200424
37,6638246
37,8661857
56,9199938
56,9201055
56,9200462
56,9199937
56,9200461
56,6087657
56,6069920
56,6065128
56,8661845
56,10552462
56,8807072
56,5900397
56,6657217
56,8920607
56,10559201
56,9195550
56,9201023
56,6057086
56,8778575
56,9066502
56,6045093
56,6029777
56,8900125
56,6692632
56,8711679
56,6122868
56,9123533
56,8858084
56,4569422
56,9111305
56,4715910
56,5948342
56,8907080
56,8778459
56,9199895
56,9200414
56,9182866
56,6008273
56,10559168
56,9081080
56,10593859
56,9102745
56,9198832
56,9200429
56,6125285
56,10445399
56,6026542
56,6005312
56,8963606
56,8934495
56,5945815
56,6138787
56,6017535
56,9201039
56,9200445
56,9200446
56,9199924
56,9200451
56,9201046
56,9200452
56,9199929
56,9199928
56,10318546
56,8925056
56,9098807
56,10440919
56,4569010
56,9138404
56,8963155
56,8695409
56,9200454
56,5717503
56,9199934
56,9200457
56,9200458
56,9201052
56,6715383
56,8784063
56,9054887
56,10446164
56,9199954
56,9199953
56,9200479
56,9200480
56,9201074
56,8957871
56,9062189
56,4604847
56,8704289
56,10382190
56,8661878
56,8944766
56,10376244
56,10376231
56,6128879
56,5682829
56,8695427
56,8962841
56,6639469
56,6120273
56,4692903
56,5791014
56,4794341
56,2088612
56,9201090
56,6720896
56,9200496
56,6716089
56,2088118
56,6120268
56,4811989
56,9199970
56,5804414
56,6122775
56,6067508
56,9202065
56,6122436
56,9199979
56,9200517
56,9200518
56,9201112
56,9199981
56,9199982
56,9200519
56,9200525
56,9201119
56,9199988
56,9199987
56,9200526
56,9200530
56,9199992
56,9201124
56,9200529
56,9199991
56,8858419
56,5958478
56,8729613
56,9198935
56,8963699
56,9029455
56,8661893
56,10385799
56,8948051
56,6647372
56,9199997
56,9200536
56,9199998
56,9201130
56,9200535
56,9200004
56,9200542
56,9200003
56,9201136
56,9200541
56,9200010
56,9200547
56,9201142
56,9200009
56,9200546
56,9200012
56,9200011
56,9200548
56,9201143
56,9200551
56,9200014
56,9200013
56,9201146
56,9200550
56,9200015
56,9201147
56,9200553
56,9200552
56,9200016
56,9200017
56,9201150
56,9200554
56,9200555
56,9200018
56,9201154
56,9200022
56,9200021
56,9200558
56,9200559
56,9200562
56,9200026
56,9200563
56,9201157
56,9200025
56,9200566
56,9201161
56,9200567
56,9200029
56,9200030
56,9200573
56,9200035
56,9201167
56,9200572
56,9200034
56,9200574
56,9201169
56,9200575
56,9200036
56,9200038
56,9200577
56,9200037
56,9200576
56,9201172
56,9200040
56,9200579
56,9201174
56,9200578
56,9200585
56,9201180
56,9200584
56,9200045
56,9201181
56,9200047
56,9200046
56,9200586
56,9200587
56,9200050
56,9201185
56,9200590
56,9200591
56,9200051
56,9200592
56,9200053
56,9201187
56,9200052
56,9201191
56,9200596
56,9200056
56,9200057
56,9200597
56,9200604
56,9200063
56,9200605
56,9201200
56,9200065
56,9200606
56,9201202
56,9200607
56,9200064
56,9201204
56,9200066
56,9200609
56,9200608
56,9200072
56,9201209
56,9200614
56,9200615
56,9200071
56,9200620
56,9201216
56,9200621
56,9200077
56,9200078
56,9201217
56,9200080
56,9200079
56,9200623
56,9200622
56,9200085
56,9200086
56,9201223
56,9200628
56,9200629
56,9200633
56,9200089
56,9200632
56,9201228
56,9200088
56,9200091
56,9201230
56,9200634
56,9200090
56,9200635
56,9200641
56,9200097
56,9200640
56,9200096
56,9201236
56,9200650
56,9200651
56,9200107
56,9201245
56,9200106
56,9200653
56,9200652
56,9200108
56,9201248
56,9200109
56,9200117
56,9200661
56,9200660
56,9200116
56,9201255
56,9200667
56,9200123
56,9200666
56,9200122
56,9201262
56,9199972
56,9201094
56,6029488
56,9200499
56,2081565
56,9103306
56,8915750
56,10392745
56,9200437
56,8984047
56,5941708
56,8926515
56,8830529
56,9094797
56,5959630
56,9200467
56,9199943
56,9199942
56,9201062
56,9200468
56,9200474
56,8858121
56,9198622
56,8778556
56,6664092
56,10430674
56,9201134
56,9200001
56,9200540
56,9200002
56,9200539
56,8962876
56,9200424
56,6638246
56,8661857
61,1836073
61,10228125
61,1843271
61,1838231
61,6715383
61,7946748
61,6719177
61,6130126
61,8659717
61,10154854
61,9200404
61,10560258
61,10437960
61,9191601
61,10417986
61,8886520
61,9913761
